"PLU_SAP60";"store_id";"PredictionDay";"ReferenceDay";"FinalForecast"
" 000000000000638484.";"0332";"2024-01-03";"2023-12-18";" 0000000000000003.26"
" 000000000000626218.";"0486";"2023-12-28";"2023-12-18";" 0000000000000001.27"
" 000000000000966668.";"0328";"2023-12-23";"2023-12-18";" 0000000000000058.49"
" 000000000000966669.";"0328";"2023-12-23";"2023-12-18";" 0000000000000061.81"
" 000000000000966670.";"0328";"2023-12-23";"2023-12-18";" 0000000000000010.83"
" 000000000000966668.";"0328";"2023-12-31";"2023-12-18";" 0000000000000065.14"
" 000000000000966669.";"0328";"2023-12-31";"2023-12-18";" 0000000000000084.34"
" 000000000000966670.";"0328";"2023-12-31";"2023-12-18";" 0000000000000010.70"
" 000000000000858091.";"0332";"2024-01-04";"2023-12-18";" 0000000000000004.64"
" 000000000000638484.";"0978";"2023-12-23";"2023-12-18";" 0000000000000000.46"
" 000000000000638771.";"0978";"2024-01-08";"2023-12-18";" 0000000000000007.47"
" 000000000000966668.";"0067";"2024-01-10";"2023-12-18";" 0000000000000065.45"
" 000000000000966669.";"0067";"2024-01-10";"2023-12-18";" 0000000000000062.66"
" 000000000000966670.";"0067";"2024-01-10";"2023-12-18";" 0000000000000008.84"
" 000000000000966679.";"0067";"2024-01-10";"2023-12-18";" 0000000000000003.67"
" 000000000000966668.";"0067";"2024-01-12";"2023-12-18";" 0000000000000073.47"
" 000000000000966669.";"0067";"2024-01-12";"2023-12-18";" 0000000000000067.39"
" 000000000000966670.";"0067";"2024-01-12";"2023-12-18";" 0000000000000009.08"
" 000000000000966679.";"0067";"2024-01-12";"2023-12-18";" 0000000000000003.68"
" 000000000000571581.";"0328";"2024-01-12";"2023-12-18";" 0000000000000003.35"
" 000000000000638484.";"0332";"2024-01-11";"2023-12-18";" 0000000000000001.12"
" 000000000000638771.";"0332";"2024-01-11";"2023-12-18";" 0000000000000013.77"
" 000000000000966668.";"0328";"2023-12-26";"2023-12-18";" 0000000000000047.77"
" 000000000000966669.";"0328";"2023-12-26";"2023-12-18";" 0000000000000043.00"
" 000000000000632861.";"0978";"2024-01-04";"2023-12-18";" 0000000000000001.50"
" 000000000000626218.";"0332";"2023-12-31";"2023-12-18";" 0000000000000002.08"
" 000000000000632861.";"0486";"2024-01-08";"2023-12-18";" 0000000000000001.55"
" 000000000000626218.";"0978";"2023-12-22";"2023-12-18";" 0000000000000001.66"
" 000000000000638771.";"0978";"2024-01-07";"2023-12-18";" 0000000000000009.82"
" 000000000000858091.";"0978";"2024-01-07";"2023-12-18";" 0000000000000022.63"
" 000000000000571581.";"0978";"2024-01-07";"2023-12-18";" 0000000000000011.28"
" 000000000000632861.";"0332";"2023-12-24";"2023-12-18";" 0000000000000002.55"
" 000000000000638484.";"0328";"2024-01-05";"2023-12-18";" 0000000000000000.37"
" 000000000000638771.";"0332";"2024-01-05";"2023-12-18";" 0000000000000010.34"
" 000000000000638771.";"0067";"2023-12-23";"2023-12-18";" 0000000000000027.18"
" 000000000000638771.";"0486";"2023-12-21";"2023-12-18";" 0000000000000011.30"
" 000000000000571581.";"0486";"2024-01-05";"2023-12-18";" 0000000000000000.62"
" 000000000000632861.";"0486";"2024-01-05";"2023-12-18";" 0000000000000001.83"
" 000000000000966669.";"0067";"2023-12-18";"2023-12-18";" 0000000000000055.01"
" 000000000000966670.";"0067";"2023-12-18";"2023-12-18";" 0000000000000009.86"
" 000000000000966668.";"0328";"2023-12-27";"2023-12-18";" 0000000000000046.38"
" 000000000000966669.";"0328";"2023-12-27";"2023-12-18";" 0000000000000042.53"
" 000000000000966670.";"0328";"2023-12-27";"2023-12-18";" 0000000000000010.37"
" 000000000000571581.";"0486";"2023-12-27";"2023-12-18";" 0000000000000000.57"
" 000000000000638771.";"0486";"2024-01-09";"2023-12-18";" 0000000000000009.95"
" 000000000000858091.";"0486";"2023-12-30";"2023-12-18";" 0000000000000006.14"
" 000000000000966669.";"0486";"2024-01-04";"2023-12-18";" 0000000000000028.56"
" 000000000000966670.";"0486";"2024-01-04";"2023-12-18";" 0000000000000005.61"
" 000000000000966679.";"0486";"2024-01-04";"2023-12-18";" 0000000000000002.01"
" 000000000000966668.";"0486";"2024-01-09";"2023-12-18";" 0000000000000018.28"
" 000000000000966669.";"0486";"2024-01-09";"2023-12-18";" 0000000000000028.09"
" 000000000000966670.";"0486";"2024-01-09";"2023-12-18";" 0000000000000005.16"
" 000000000000966679.";"0486";"2024-01-09";"2023-12-18";" 0000000000000001.89"
" 000000000000638771.";"0067";"2023-12-29";"2023-12-18";" 0000000000000023.64"
" 000000000000638771.";"0067";"2024-01-06";"2023-12-18";" 0000000000000023.68"
" 000000000000638771.";"0332";"2024-01-03";"2023-12-18";" 0000000000000008.96"
" 000000000000632861.";"0332";"2024-01-10";"2023-12-18";" 0000000000000001.97"
" 000000000000638484.";"0332";"2024-01-10";"2023-12-18";" 0000000000000001.72"
" 000000000000638771.";"0332";"2024-01-10";"2023-12-18";" 0000000000000011.88"
" 000000000000966668.";"0332";"2024-01-10";"2023-12-18";" 0000000000000046.36"
" 000000000000966669.";"0332";"2024-01-10";"2023-12-18";" 0000000000000047.58"
" 000000000000966670.";"0332";"2024-01-10";"2023-12-18";" 0000000000000006.33"
" 000000000000966679.";"0332";"2024-01-10";"2023-12-18";" 0000000000000002.86"
" 000000000000638771.";"0332";"2024-01-02";"2023-12-18";" 0000000000000008.39"
" 000000000000858091.";"0328";"2024-01-07";"2023-12-18";" 0000000000000015.14"
" 000000000000966679.";"0328";"2024-01-07";"2023-12-18";" 0000000000000005.68"
" 000000000000571581.";"0332";"2024-01-07";"2023-12-18";" 0000000000000001.25"
" 000000000000626218.";"0332";"2024-01-07";"2023-12-18";" 0000000000000001.71"
" 000000000000571581.";"0486";"2024-01-08";"2023-12-18";" 0000000000000000.46"
" 000000000000626218.";"0332";"2024-01-06";"2023-12-18";" 0000000000000002.21"
" 000000000000626218.";"0978";"2024-01-07";"2023-12-18";" 0000000000000002.06"
" 000000000000632861.";"0978";"2024-01-07";"2023-12-18";" 0000000000000002.17"
" 000000000000626218.";"0978";"2024-01-05";"2023-12-18";" 0000000000000001.62"
" 000000000000966679.";"0978";"2024-01-08";"2023-12-18";" 0000000000000003.07"
" 000000000000649587.";"0067";"2023-12-28";"2023-12-18";" 0000000000000001.90"
" 000000000000966670.";"0332";"2023-12-20";"2023-12-18";" 0000000000000006.04"
" 000000000000858091.";"0328";"2024-01-11";"2023-12-18";" 0000000000000014.21"
" 000000000000966668.";"0328";"2024-01-11";"2023-12-18";" 0000000000000055.74"
" 000000000000966669.";"0328";"2024-01-11";"2023-12-18";" 0000000000000056.07"
" 000000000000966670.";"0328";"2024-01-11";"2023-12-18";" 0000000000000010.98"
" 000000000000966679.";"0328";"2024-01-11";"2023-12-18";" 0000000000000005.25"
" 000000000000626218.";"0328";"2024-01-04";"2023-12-18";" 0000000000000004.20"
" 000000000000638484.";"0978";"2023-12-29";"2023-12-18";" 0000000000000000.28"
" 000000000000966668.";"0978";"2023-12-29";"2023-12-18";" 0000000000000043.80"
" 000000000000966669.";"0978";"2023-12-29";"2023-12-18";" 0000000000000054.40"
" 000000000000632861.";"0486";"2023-12-18";"2023-12-18";" 0000000000000001.69"
" 000000000000638484.";"0486";"2024-01-05";"2023-12-18";" 0000000000000000.24"
" 000000000000966679.";"0332";"2023-12-21";"2023-12-18";" 0000000000000002.54"
" 000000000000858091.";"0332";"2023-12-24";"2023-12-18";" 0000000000000003.50"
" 000000000000638484.";"0328";"2023-12-26";"2023-12-18";" 0000000000000000.34"
" 000000000000966668.";"0328";"2023-12-29";"2023-12-18";" 0000000000000053.52"
" 000000000000966669.";"0328";"2023-12-29";"2023-12-18";" 0000000000000056.07"
" 000000000000966670.";"0328";"2023-12-29";"2023-12-18";" 0000000000000011.16"
" 000000000000858091.";"0486";"2023-12-28";"2023-12-18";" 0000000000000002.44"
" 000000000000571581.";"0486";"2023-12-30";"2023-12-18";" 0000000000000001.03"
" 000000000000632861.";"0486";"2023-12-30";"2023-12-18";" 0000000000000002.75"
" 000000000000966668.";"0332";"2023-12-26";"2023-12-18";" 0000000000000051.12"
" 000000000000966669.";"0332";"2023-12-26";"2023-12-18";" 0000000000000044.71"
" 000000000000571581.";"0328";"2023-12-18";"2023-12-18";" 0000000000000021.72"
" 000000000000626218.";"0328";"2023-12-18";"2023-12-18";" 0000000000000004.38"
" 000000000000571581.";"0332";"2024-01-02";"2023-12-18";" 0000000000000001.71"
" 000000000000966668.";"0486";"2023-12-18";"2023-12-18";" 0000000000000019.99"
" 000000000000966669.";"0486";"2023-12-18";"2023-12-18";" 0000000000000026.50"
" 000000000000626218.";"0067";"2024-01-02";"2023-12-18";" 0000000000000002.94"
" 000000000000632861.";"0332";"2023-12-23";"2023-12-18";" 0000000000000002.73"
" 000000000000632861.";"0067";"2023-12-31";"2023-12-18";" 0000000000000001.70"
" 000000000000638771.";"0067";"2023-12-31";"2023-12-18";" 0000000000000024.79"
" 000000000000966668.";"0486";"2024-01-07";"2023-12-18";" 0000000000000029.31"
" 000000000000966669.";"0486";"2024-01-07";"2023-12-18";" 0000000000000051.56"
" 000000000000966670.";"0486";"2024-01-07";"2023-12-18";" 0000000000000007.45"
" 000000000000966679.";"0486";"2024-01-07";"2023-12-18";" 0000000000000002.72"
" 000000000000966668.";"0978";"2023-12-30";"2023-12-18";" 0000000000000057.51"
" 000000000000966669.";"0978";"2023-12-30";"2023-12-18";" 0000000000000078.11"
" 000000000000966670.";"0978";"2023-12-30";"2023-12-18";" 0000000000000006.47"
" 000000000000858091.";"0978";"2024-01-04";"2023-12-18";" 0000000000000014.27"
" 000000000000638484.";"0486";"2023-12-30";"2023-12-18";" 0000000000000000.37"
" 000000000000626218.";"0067";"2024-01-09";"2023-12-18";" 0000000000000002.69"
" 000000000000626218.";"0486";"2024-01-11";"2023-12-18";" 0000000000000001.24"
" 000000000000632861.";"0486";"2024-01-07";"2023-12-18";" 0000000000000002.65"
" 000000000000638484.";"0486";"2024-01-07";"2023-12-18";" 0000000000000000.26"
" 000000000000638771.";"0486";"2024-01-07";"2023-12-18";" 0000000000000015.47"
" 000000000000632861.";"0332";"2023-12-21";"2023-12-18";" 0000000000000002.42"
" 000000000000626218.";"0067";"2023-12-30";"2023-12-18";" 0000000000000003.74"
" 000000000000638484.";"0486";"2023-12-22";"2023-12-18";" 0000000000000000.22"
" 000000000000966669.";"0486";"2023-12-24";"2023-12-18";" 0000000000000058.53"
" 000000000000966670.";"0486";"2023-12-24";"2023-12-18";" 0000000000000007.90"
" 000000000000858091.";"0978";"2024-01-12";"2023-12-18";" 0000000000000010.38"
" 000000000000571581.";"0978";"2023-12-22";"2023-12-18";" 0000000000000000.86"
" 000000000000858091.";"0332";"2023-12-19";"2023-12-18";" 0000000000000002.87"
" 000000000000966668.";"0486";"2023-12-31";"2023-12-18";" 0000000000000038.68"
" 000000000000966669.";"0486";"2023-12-31";"2023-12-18";" 0000000000000081.78"
" 000000000000966670.";"0486";"2023-12-31";"2023-12-18";" 0000000000000008.86"
" 000000000000966679.";"0486";"2023-12-31";"2023-12-18";" 0000000000000003.26"
" 000000000000966679.";"0328";"2023-12-20";"2023-12-18";" 0000000000000005.79"
" 000000000000626218.";"0978";"2023-12-19";"2023-12-18";" 0000000000000001.48"
" 000000000000966679.";"0332";"2024-01-02";"2023-12-18";" 0000000000000002.53"
" 000000000000632861.";"0332";"2023-12-22";"2023-12-18";" 0000000000000002.78"
" 000000000000626218.";"0067";"2023-12-31";"2023-12-18";" 0000000000000003.74"
" 000000000000632861.";"0978";"2023-12-29";"2023-12-18";" 0000000000000001.80"
" 000000000000966668.";"0332";"2024-01-02";"2023-12-18";" 0000000000000052.82"
" 000000000000966669.";"0332";"2024-01-02";"2023-12-18";" 0000000000000046.64"
" 000000000000966670.";"0332";"2024-01-02";"2023-12-18";" 0000000000000006.31"
" 000000000000858091.";"0332";"2023-12-31";"2023-12-18";" 0000000000000005.90"
" 000000000000632861.";"0328";"2024-01-07";"2023-12-18";" 0000000000000001.17"
" 000000000000966668.";"0978";"2023-12-27";"2023-12-18";" 0000000000000035.00"
" 000000000000966669.";"0978";"2023-12-27";"2023-12-18";" 0000000000000037.19"
" 000000000000966670.";"0978";"2023-12-27";"2023-12-18";" 0000000000000004.48"
" 000000000000966679.";"0978";"2023-12-20";"2023-12-18";" 0000000000000002.88"
" 000000000000966669.";"0328";"2023-12-19";"2023-12-18";" 0000000000000044.10"
" 000000000000966670.";"0328";"2023-12-19";"2023-12-18";" 0000000000000010.78"
" 000000000000626218.";"0067";"2023-12-26";"2023-12-18";" 0000000000000002.70"
" 000000000000858091.";"0486";"2024-01-05";"2023-12-18";" 0000000000000003.32"
" 000000000000966668.";"0067";"2024-01-07";"2023-12-18";" 0000000000000095.17"
" 000000000000966669.";"0067";"2024-01-07";"2023-12-18";" 0000000000000114.17"
" 000000000000966668.";"0332";"2023-12-30";"2023-12-18";" 0000000000000068.25"
" 000000000000966669.";"0332";"2023-12-30";"2023-12-18";" 0000000000000079.60"
" 000000000000966670.";"0332";"2023-12-30";"2023-12-18";" 0000000000000007.27"
" 000000000000858091.";"0486";"2023-12-26";"2023-12-18";" 0000000000000002.10"
" 000000000000571581.";"0978";"2024-01-11";"2023-12-18";" 0000000000000002.77"
" 000000000000966668.";"0486";"2024-01-10";"2023-12-18";" 0000000000000019.12"
" 000000000000966669.";"0486";"2024-01-10";"2023-12-18";" 0000000000000028.52"
" 000000000000966670.";"0486";"2024-01-10";"2023-12-18";" 0000000000000004.75"
" 000000000000966679.";"0486";"2024-01-10";"2023-12-18";" 0000000000000001.72"
" 000000000000638771.";"0067";"2024-01-08";"2023-12-18";" 0000000000000017.61"
" 000000000000649587.";"0067";"2024-01-08";"2023-12-18";" 0000000000000002.85"
" 000000000000632861.";"0978";"2024-01-11";"2023-12-18";" 0000000000000001.31"
" 000000000000858091.";"0486";"2024-01-12";"2023-12-18";" 0000000000000004.42"
" 000000000000966668.";"0486";"2024-01-12";"2023-12-18";" 0000000000000025.03"
" 000000000000966669.";"0486";"2024-01-12";"2023-12-18";" 0000000000000039.42"
" 000000000000966670.";"0486";"2024-01-12";"2023-12-18";" 0000000000000005.01"
" 000000000000966679.";"0486";"2024-01-12";"2023-12-18";" 0000000000000001.61"
" 000000000000858091.";"0332";"2024-01-11";"2023-12-18";" 0000000000000006.20"
" 000000000000571581.";"0486";"2024-01-04";"2023-12-18";" 0000000000000000.52"
" 000000000000571581.";"0332";"2023-12-20";"2023-12-18";" 0000000000000001.20"
" 000000000000632861.";"0332";"2023-12-20";"2023-12-18";" 0000000000000002.36"
" 000000000000638484.";"0486";"2023-12-20";"2023-12-18";" 0000000000000000.20"
" 000000000000966679.";"0067";"2023-12-18";"2023-12-18";" 0000000000000003.90"
" 000000000000638771.";"0978";"2023-12-23";"2023-12-18";" 0000000000000012.56"
" 000000000000571581.";"0328";"2023-12-19";"2023-12-18";" 0000000000000021.68"
" 000000000000966668.";"0067";"2023-12-26";"2023-12-18";" 0000000000000068.56"
" 000000000000966669.";"0067";"2023-12-26";"2023-12-18";" 0000000000000074.31"
" 000000000000966670.";"0067";"2023-12-26";"2023-12-18";" 0000000000000009.73"
" 000000000000966679.";"0332";"2023-12-26";"2023-12-18";" 0000000000000002.47"
" 000000000000638771.";"0067";"2023-12-19";"2023-12-18";" 0000000000000017.34"
" 000000000000571581.";"0328";"2023-12-24";"2023-12-18";" 0000000000000014.96"
" 000000000000966670.";"0332";"2023-12-24";"2023-12-18";" 0000000000000004.74"
" 000000000000638771.";"0486";"2023-12-31";"2023-12-18";" 0000000000000017.39"
" 000000000000858091.";"0332";"2023-12-26";"2023-12-18";" 0000000000000003.90"
" 000000000000632861.";"0332";"2023-12-18";"2023-12-18";" 0000000000000002.38"
" 000000000000638771.";"0332";"2023-12-18";"2023-12-18";" 0000000000000007.99"
" 000000000000638484.";"0332";"2023-12-18";"2023-12-18";" 0000000000000003.96"
" 000000000000966679.";"0328";"2023-12-30";"2023-12-18";" 0000000000000006.73"
" 000000000000626218.";"0067";"2023-12-24";"2023-12-18";" 0000000000000003.32"
" 000000000000649587.";"0067";"2023-12-24";"2023-12-18";" 0000000000000018.53"
" 000000000000632861.";"0067";"2023-12-23";"2023-12-18";" 0000000000000001.40"
" 000000000000632861.";"0978";"2023-12-27";"2023-12-18";" 0000000000000001.45"
" 000000000000626218.";"0978";"2024-01-11";"2023-12-18";" 0000000000000001.47"
" 000000000000638484.";"0486";"2024-01-11";"2023-12-18";" 0000000000000000.19"
" 000000000000638771.";"0486";"2024-01-11";"2023-12-18";" 0000000000000008.62"
" 000000000000966668.";"0486";"2023-12-22";"2023-12-18";" 0000000000000021.15"
" 000000000000966669.";"0486";"2023-12-22";"2023-12-18";" 0000000000000035.37"
" 000000000000966670.";"0486";"2023-12-22";"2023-12-18";" 0000000000000006.88"
" 000000000000638484.";"0332";"2023-12-28";"2023-12-18";" 0000000000000003.64"
" 000000000000626218.";"0486";"2024-01-06";"2023-12-18";" 0000000000000001.78"
" 000000000000571581.";"0332";"2023-12-18";"2023-12-18";" 0000000000000001.22"
" 000000000000638484.";"0328";"2023-12-23";"2023-12-18";" 0000000000000000.01"
" 000000000000966668.";"0486";"2023-12-20";"2023-12-18";" 0000000000000019.05"
" 000000000000966669.";"0486";"2023-12-20";"2023-12-18";" 0000000000000026.24"
" 000000000000966679.";"0486";"2023-12-20";"2023-12-18";" 0000000000000001.96"
" 000000000000626218.";"0328";"2024-01-03";"2023-12-18";" 0000000000000004.27"
" 000000000000632861.";"0067";"2023-12-18";"2023-12-18";" 0000000000000001.08"
" 000000000000626218.";"0978";"2023-12-31";"2023-12-18";" 0000000000000002.48"
" 000000000000649587.";"0067";"2024-01-06";"2023-12-18";" 0000000000000002.91"
" 000000000000638771.";"0067";"2024-01-04";"2023-12-18";" 0000000000000019.66"
" 000000000000571581.";"0328";"2023-12-28";"2023-12-18";" 0000000000000025.20"
" 000000000000638484.";"0486";"2024-01-04";"2023-12-18";" 0000000000000000.21"
" 000000000000571581.";"0328";"2024-01-08";"2023-12-18";" 0000000000000015.60"
" 000000000000966668.";"0486";"2024-01-08";"2023-12-18";" 0000000000000018.27"
" 000000000000966669.";"0486";"2024-01-08";"2023-12-18";" 0000000000000027.87"
" 000000000000966670.";"0486";"2024-01-08";"2023-12-18";" 0000000000000005.37"
" 000000000000966679.";"0486";"2024-01-08";"2023-12-18";" 0000000000000002.02"
" 000000000000858091.";"0486";"2024-01-08";"2023-12-18";" 0000000000000002.10"
" 000000000000626218.";"0067";"2024-01-11";"2023-12-18";" 0000000000000002.39"
" 000000000000638771.";"0332";"2023-12-22";"2023-12-18";" 0000000000000011.60"
" 000000000000626218.";"0978";"2024-01-08";"2023-12-18";" 0000000000000001.56"
" 000000000000632861.";"0328";"2023-12-26";"2023-12-18";" 0000000000000000.91"
" 000000000000966668.";"0328";"2024-01-09";"2023-12-18";" 0000000000000049.73"
" 000000000000966669.";"0328";"2024-01-09";"2023-12-18";" 0000000000000047.37"
" 000000000000966670.";"0328";"2024-01-09";"2023-12-18";" 0000000000000010.93"
" 000000000000966679.";"0328";"2024-01-09";"2023-12-18";" 0000000000000005.90"
" 000000000000638484.";"0486";"2023-12-23";"2023-12-18";" 0000000000000000.27"
" 000000000000638484.";"0486";"2023-12-29";"2023-12-18";" 0000000000000000.30"
" 000000000000966679.";"0332";"2023-12-29";"2023-12-18";" 0000000000000002.97"
" 000000000000638771.";"0067";"2024-01-02";"2023-12-18";" 0000000000000019.63"
" 000000000000858091.";"0332";"2023-12-22";"2023-12-18";" 0000000000000003.86"
" 000000000000966679.";"0978";"2023-12-30";"2023-12-18";" 0000000000000004.25"
" 000000000000626218.";"0328";"2023-12-31";"2023-12-18";" 0000000000000005.03"
" 000000000000966679.";"0328";"2023-12-31";"2023-12-18";" 0000000000000006.37"
" 000000000000626218.";"0486";"2023-12-22";"2023-12-18";" 0000000000000001.58"
" 000000000000632861.";"0978";"2023-12-18";"2023-12-18";" 0000000000000001.45"
" 000000000000858091.";"0978";"2023-12-18";"2023-12-18";" 0000000000000011.14"
" 000000000000626218.";"0067";"2023-12-18";"2023-12-18";" 0000000000000002.82"
" 000000000000966669.";"0067";"2023-12-28";"2023-12-18";" 0000000000000076.89"
" 000000000000966670.";"0067";"2023-12-28";"2023-12-18";" 0000000000000009.70"
" 000000000000638484.";"0328";"2024-01-04";"2023-12-18";" 0000000000000000.35"
" 000000000000571581.";"0978";"2023-12-23";"2023-12-18";" 0000000000000000.88"
" 000000000000638484.";"0328";"2023-12-28";"2023-12-18";" 0000000000000000.39"
" 000000000000632861.";"0328";"2024-01-06";"2023-12-18";" 0000000000000001.08"
" 000000000000638484.";"0328";"2024-01-06";"2023-12-18";" 0000000000000000.37"
" 000000000000571581.";"0978";"2023-12-31";"2023-12-18";" 0000000000000020.15"
" 000000000000638771.";"0067";"2023-12-21";"2023-12-18";" 0000000000000018.50"
" 000000000000571581.";"0328";"2023-12-20";"2023-12-18";" 0000000000000021.77"
" 000000000000626218.";"0486";"2023-12-26";"2023-12-18";" 0000000000000001.25"
" 000000000000638771.";"0328";"2024-01-09";"2023-12-18";" 0000000000000036.12"
" 000000000000966679.";"0332";"2023-12-22";"2023-12-18";" 0000000000000002.84"
" 000000000000638771.";"0978";"2023-12-19";"2023-12-18";" 0000000000000007.58"
" 000000000000632861.";"0486";"2023-12-21";"2023-12-18";" 0000000000000001.62"
" 000000000000571581.";"0486";"2023-12-20";"2023-12-18";" 0000000000000000.38"
" 000000000000632861.";"0978";"2023-12-24";"2023-12-18";" 0000000000000002.26"
" 000000000000626218.";"0328";"2023-12-28";"2023-12-18";" 0000000000000003.95"
" 000000000000632861.";"0486";"2024-01-02";"2023-12-18";" 0000000000000001.87"
" 000000000000638771.";"0486";"2024-01-02";"2023-12-18";" 0000000000000011.59"
" 000000000000571581.";"0978";"2024-01-02";"2023-12-18";" 0000000000000012.66"
" 000000000000638771.";"0332";"2024-01-04";"2023-12-18";" 0000000000000009.26"
" 000000000000632861.";"0332";"2024-01-07";"2023-12-18";" 0000000000000002.38"
" 000000000000638484.";"0332";"2024-01-07";"2023-12-18";" 0000000000000002.65"
" 000000000000638771.";"0332";"2024-01-07";"2023-12-18";" 0000000000000007.39"
" 000000000000571581.";"0486";"2023-12-22";"2023-12-18";" 0000000000000000.40"
" 000000000000966668.";"0328";"2024-01-05";"2023-12-18";" 0000000000000046.31"
" 000000000000966669.";"0328";"2024-01-05";"2023-12-18";" 0000000000000046.56"
" 000000000000966670.";"0328";"2024-01-05";"2023-12-18";" 0000000000000010.80"
" 000000000000966679.";"0328";"2024-01-05";"2023-12-18";" 0000000000000006.04"
" 000000000000858091.";"0328";"2023-12-26";"2023-12-18";" 0000000000000010.83"
" 000000000000966679.";"0067";"2023-12-30";"2023-12-18";" 0000000000000004.72"
" 000000000000626218.";"0978";"2024-01-03";"2023-12-18";" 0000000000000001.55"
" 000000000000858091.";"0978";"2024-01-03";"2023-12-18";" 0000000000000013.31"
" 000000000000966670.";"0978";"2024-01-03";"2023-12-18";" 0000000000000004.76"
" 000000000000966679.";"0978";"2024-01-03";"2023-12-18";" 0000000000000003.15"
" 000000000000626218.";"0332";"2023-12-27";"2023-12-18";" 0000000000000001.90"
" 000000000000632861.";"0067";"2023-12-26";"2023-12-18";" 0000000000000001.08"
" 000000000000626218.";"0328";"2024-01-05";"2023-12-18";" 0000000000000004.45"
" 000000000000858091.";"0328";"2024-01-02";"2023-12-18";" 0000000000000011.38"
" 000000000000966668.";"0486";"2023-12-24";"2023-12-18";" 0000000000000033.55"
" 000000000000858091.";"0978";"2024-01-08";"2023-12-18";" 0000000000000012.00"
" 000000000000966670.";"0067";"2024-01-09";"2023-12-18";" 0000000000000009.36"
" 000000000000966679.";"0067";"2024-01-09";"2023-12-18";" 0000000000000003.84"
" 000000000000626218.";"0067";"2024-01-12";"2023-12-18";" 0000000000000002.56"
" 000000000000638771.";"0067";"2024-01-12";"2023-12-18";" 0000000000000014.24"
" 000000000000649587.";"0067";"2024-01-12";"2023-12-18";" 0000000000000009.49"
" 000000000000571581.";"0328";"2024-01-06";"2023-12-18";" 0000000000000021.30"
" 000000000000626218.";"0332";"2023-12-18";"2023-12-18";" 0000000000000002.06"
" 000000000000632861.";"0486";"2023-12-26";"2023-12-18";" 0000000000000001.74"
" 000000000000638771.";"0486";"2023-12-26";"2023-12-18";" 0000000000000010.22"
" 000000000000638484.";"0328";"2023-12-24";"2023-12-18";" 0000000000000000.01"
" 000000000000966668.";"0328";"2023-12-24";"2023-12-18";" 0000000000000061.92"
" 000000000000966669.";"0328";"2023-12-24";"2023-12-18";" 0000000000000063.34"
" 000000000000966670.";"0328";"2023-12-24";"2023-12-18";" 0000000000000009.88"
" 000000000000966668.";"0486";"2023-12-29";"2023-12-18";" 0000000000000024.25"
" 000000000000632861.";"0978";"2023-12-28";"2023-12-18";" 0000000000000001.45"
" 000000000000571581.";"0978";"2023-12-27";"2023-12-18";" 0000000000000011.56"
" 000000000000966668.";"0978";"2023-12-22";"2023-12-18";" 0000000000000036.21"
" 000000000000966668.";"0067";"2023-12-19";"2023-12-18";" 0000000000000056.87"
" 000000000000966669.";"0067";"2023-12-19";"2023-12-18";" 0000000000000054.67"
" 000000000000966670.";"0067";"2023-12-19";"2023-12-18";" 0000000000000009.66"
" 000000000000966679.";"0067";"2023-12-19";"2023-12-18";" 0000000000000003.81"
" 000000000000632861.";"0332";"2023-12-31";"2023-12-18";" 0000000000000002.98"
" 000000000000638484.";"0332";"2023-12-31";"2023-12-18";" 0000000000000004.09"
" 000000000000966668.";"0067";"2023-12-21";"2023-12-18";" 0000000000000056.23"
" 000000000000571581.";"0978";"2023-12-21";"2023-12-18";" 0000000000000000.86"
" 000000000000858091.";"0486";"2023-12-29";"2023-12-18";" 0000000000000003.79"
" 000000000000966668.";"0486";"2024-01-03";"2023-12-18";" 0000000000000018.71"
" 000000000000638484.";"0978";"2023-12-20";"2023-12-18";" 0000000000000000.37"
" 000000000000966668.";"0067";"2024-01-06";"2023-12-18";" 0000000000000084.19"
" 000000000000966669.";"0067";"2024-01-06";"2023-12-18";" 0000000000000109.21"
" 000000000000966670.";"0067";"2024-01-06";"2023-12-18";" 0000000000000010.80"
" 000000000000626218.";"0978";"2023-12-21";"2023-12-18";" 0000000000000001.46"
" 000000000000966668.";"0067";"2024-01-04";"2023-12-18";" 0000000000000062.84"
" 000000000000966669.";"0067";"2024-01-04";"2023-12-18";" 0000000000000072.55"
" 000000000000626218.";"0328";"2024-01-09";"2023-12-18";" 0000000000000004.12"
" 000000000000858091.";"0328";"2024-01-09";"2023-12-18";" 0000000000000012.00"
" 000000000000626218.";"0332";"2024-01-09";"2023-12-18";" 0000000000000002.09"
" 000000000000571581.";"0978";"2024-01-04";"2023-12-18";" 0000000000000010.29"
" 000000000000966668.";"0978";"2024-01-04";"2023-12-18";" 0000000000000032.00"
" 000000000000966669.";"0978";"2024-01-04";"2023-12-18";" 0000000000000035.65"
" 000000000000966670.";"0978";"2024-01-04";"2023-12-18";" 0000000000000004.45"
" 000000000000966679.";"0978";"2024-01-04";"2023-12-18";" 0000000000000002.99"
" 000000000000571581.";"0328";"2023-12-31";"2023-12-18";" 0000000000000030.44"
" 000000000000858091.";"0332";"2023-12-23";"2023-12-18";" 0000000000000004.26"
" 000000000000966668.";"0978";"2023-12-20";"2023-12-18";" 0000000000000034.43"
" 000000000000966668.";"0978";"2023-12-21";"2023-12-18";" 0000000000000033.97"
" 000000000000966669.";"0978";"2023-12-21";"2023-12-18";" 0000000000000032.31"
" 000000000000966670.";"0978";"2023-12-21";"2023-12-18";" 0000000000000004.37"
